start_id,start_label,end_id,end_label,relation_type,confidence,source
ENT_A87B3F73530C,Enterprise,STG_006_002,ChainStage,LOCATED_IN_STAGE,0.87,manual_rebuild_row445_2026-05-13_pmt
ENT_E530F9721D08,Enterprise,STG_MV_008,ChainStage,LOCATED_IN_STAGE,0.88,manual_confirm_row446_2026-05-13_hyperspectral
ENT_5E9DD62A9E78,Enterprise,STG_MV_008,ChainStage,LOCATED_IN_STAGE,0.86,manual_confirm_row447_2026-05-13_med_ir
ENT_C418DB33A046,Enterprise,STG_OC_001,ChainStage,LOCATED_IN_STAGE,0.90,manual_recheck_row449_2026-05-13_optochip
ENT_C418DB33A046,Enterprise,STG_OC_008,ChainStage,LOCATED_IN_STAGE,0.82,manual_recheck_row449_2026-05-13_optochip
ENT_4ED2A1938246,Enterprise,STG_OC_001,ChainStage,LOCATED_IN_STAGE,0.88,manual_confirm_shaanguang_2026-05-13
ENT_4ED2A1938246,Enterprise,STG_OC_008,ChainStage,LOCATED_IN_STAGE,0.84,manual_confirm_shaanguang_2026-05-13
ENT_F6A25B9AC5E2,Enterprise,STG_MV_008,ChainStage,LOCATED_IN_STAGE,0.84,manual_confirm_zhongke_precision_2026-05-13
ENT_272D45CE0722,Enterprise,STG_LA_007,ChainStage,LOCATED_IN_STAGE,0.86,manual_confirm_boge_2026-05-13
ENT_2306BF57FD45,Enterprise,STG_OC_001,ChainStage,LOCATED_IN_STAGE,0.88,manual_confirm_yuanxin_2026-05-13
ENT_2306BF57FD45,Enterprise,STG_OC_008,ChainStage,LOCATED_IN_STAGE,0.80,manual_confirm_yuanxin_2026-05-13
ENT_2A531B2E3D52,Enterprise,STG_006_004,ChainStage,LOCATED_IN_STAGE,0.88,manual_confirm_jiuzhang_2026-05-13
ENT_F7E04BABECE0,Enterprise,STG_LA_007,ChainStage,LOCATED_IN_STAGE,0.86,manual_confirm_chaoweijing_2026-05-13
ENT_BE87377E34B9,Enterprise,STG_006_002,ChainStage,LOCATED_IN_STAGE,0.87,manual_confirm_atom_precision_2026-05-13
ENT_51178E019F81,Enterprise,STG_LA_006,ChainStage,LOCATED_IN_STAGE,0.86,manual_confirm_hongjian_2026-05-13
ENT_4EEF432C0D8C,Enterprise,STG_004_006,ChainStage,LOCATED_IN_STAGE,0.88,manual_confirm_guangnasiwei_2026-05-13
ENT_4EEF432C0D8C,Enterprise,STG_004_008,ChainStage,LOCATED_IN_STAGE,0.84,manual_confirm_guangnasiwei_2026-05-13
ENT_CB6C5C1639DB,Enterprise,STG_LA_006,ChainStage,LOCATED_IN_STAGE,0.76,manual_confirm_yinhu_2026-05-13
ENT_89E59878D011,Enterprise,STG_MV_008,ChainStage,LOCATED_IN_STAGE,0.88,manual_confirm_ankedi_2026-05-13
ENT_1302843885F2,Enterprise,STG_MV_008,ChainStage,LOCATED_IN_STAGE,0.87,manual_confirm_xinnaishi_2026-05-13
ENT_4F6933391703,Enterprise,STG_MV_008,ChainStage,LOCATED_IN_STAGE,0.82,manual_confirm_duopuxinguang_2026-05-13
ENT_EDDD15EB8DC2,Enterprise,STG_LA_006,ChainStage,LOCATED_IN_STAGE,0.87,manual_confirm_zhuojie_2026-05-13
ENT_2C61E0F1C229,Enterprise,STG_006_002,ChainStage,LOCATED_IN_STAGE,0.87,manual_confirm_xinsheng_2026-05-13
ENT_7DA3C4BDDA63,Enterprise,STG_OC_001,ChainStage,LOCATED_IN_STAGE,0.88,manual_confirm_qiming_2026-05-13
ENT_F3A35D81F440,Enterprise,STG_LA_006,ChainStage,LOCATED_IN_STAGE,0.89,manual_confirm_bisheng_2026-05-13
ENT_25562A6F8C53,Enterprise,STG_LA_006,ChainStage,LOCATED_IN_STAGE,0.87,manual_confirm_tongfang_2026-05-13
ENT_BF4D182DF9F3,Enterprise,STG_006_004,ChainStage,LOCATED_IN_STAGE,0.87,manual_confirm_juan_2026-05-13
ENT_14963548E4A8,Enterprise,STG_MV_008,ChainStage,LOCATED_IN_STAGE,0.87,manual_confirm_ruifeng_2026-05-13
ENT_B90CC00C5E0E,Enterprise,STG_MV_008,ChainStage,LOCATED_IN_STAGE,0.87,manual_confirm_feitu_2026-05-13
