:START_ID,from_label,:TYPE,:END_ID,to_label,raw_value,source_file,row_no
ENT_20B96F5CEBC2,Enterprise,SERVES_INDUSTRY,IND_943110B8FC7C,Industry,海洋工程（海底观测网,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,SERVES_INDUSTRY,IND_32A9AACBA4F9,Industry,深海实验站,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,SERVES_INDUSTRY,IND_CD25606E82EB,Industry,油气钻采平台）,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,SERVES_INDUSTRY,IND_5462DE6EA50B,Industry,国防安全,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,SERVES_INDUSTRY,IND_044F195C235F,Industry,水下无人平台（高速通信,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,SERVES_INDUSTRY,IND_D7F86033CBDF,Industry,充电）。,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,APPLIES_TO_SCENARIO,SCN_7CC0110D5026,Scenario,1,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,APPLIES_TO_SCENARIO,SCN_621705916DD1,Scenario,海底观测网模块化布放的关键节点连接,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,APPLIES_TO_SCENARIO,SCN_1C7E515E22E7,Scenario,2,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,APPLIES_TO_SCENARIO,SCN_EF919791574A,Scenario,深海实验站设备连接,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,APPLIES_TO_SCENARIO,SCN_F0D896EA2C45,Scenario,3,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,APPLIES_TO_SCENARIO,SCN_7FAD00E7EC7A,Scenario,油气钻采平台水下设备连接,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,APPLIES_TO_SCENARIO,SCN_75F11F74B4AC,Scenario,4,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,APPLIES_TO_SCENARIO,SCN_9F6D12CDCD57,Scenario,水下无人平台的高速通信与充电接口。,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,HAS_CUSTOMER,CUS_A4253C6FEA35,Customer,海底观测网建设与运营方,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,HAS_CUSTOMER,CUS_FDE809688B51,Customer,海洋钻采平台,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,HAS_CUSTOMER,CUS_F5F8CC9FDED6,Customer,国家安全相关单位,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,HAS_SUPPLIER,SUP_6D5B3CDCCD2E,Supplier,暂无明确信息,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,HAS_DEMAND,DEM_C1984F4FEC2D,DemandTag,需要将“卡脖子”关键技术（如湿插拔连接器）进行大规模产业化所需的资金,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,HAS_DEMAND,DEM_D24E99588DDB,DemandTag,规模化生产管理经验,company-info_with_url.xlsx,376
ENT_20B96F5CEBC2,Enterprise,HAS_DEMAND,DEM_AE3A11878F14,DemandTag,成熟的市场渠道和供应链资源。,company-info_with_url.xlsx,376
ENT_864B324D6BEF,Enterprise,PROVIDES_PRODUCT,PROD_90EBCAB7CBC5,Product,微型智能无人直升机,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,PROVIDES_PRODUCT,PROD_92237FDBF950,Product,低成本智能无人机,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,PROVIDES_PRODUCT,PROD_8BD61D5A680F,Product,智能光电吊舱,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,PROVIDES_PRODUCT,PROD_436D1C27E999,Product,智能无人集群系统,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,PROVIDES_PRODUCT,PROD_6C6399077233,Product,智能任务计算单元等,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,HAS_CAPABILITY,CAP_F35D967B42D6,Capability,智能无人协同,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,HAS_CAPABILITY,CAP_A89E8B1130DB,Capability,人工智能计算,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,HAS_CAPABILITY,CAP_2F8F1D50DC71,Capability,多传感器融合,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,HAS_CAPABILITY,CAP_E05C3177F53E,Capability,智能无人机研发,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,SERVES_INDUSTRY,IND_A0ACC2735BBF,Industry,低空经济,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,SERVES_INDUSTRY,IND_6D3EF7BE10BC,Industry,人工智能应用场景,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,SERVES_INDUSTRY,IND_CBF6ACE100F2,Industry,为机,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,SERVES_INDUSTRY,IND_28597BC4856D,Industry,车,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,SERVES_INDUSTRY,IND_6768F7120063,Industry,艇等各类高科技装备提供解决方案。,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,APPLIES_TO_SCENARIO,SCN_81B013BF248A,Scenario,智能无人机系统服务,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,APPLIES_TO_SCENARIO,SCN_CE03548B6188,Scenario,为高科技装备提供先进可靠,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,APPLIES_TO_SCENARIO,SCN_931E2133471A,Scenario,自主可控的个体,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,APPLIES_TO_SCENARIO,SCN_B685E152D27D,Scenario,群体智能化解决方案。,company-info_with_url.xlsx,377
ENT_864B324D6BEF,Enterprise,HAS_DEMAND,DEM_4AA4D892FE81,DemandTag,暂无（信息不足）,company-info_with_url.xlsx,377
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_715D93578F9E,Capability,压力变送器系列（高频响,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_86DBAB54524C,Capability,高精度,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_8978A63DEF4D,Capability,高温,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_A3CA584A5369,Capability,小型,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_16E90836DA2D,Capability,微压）,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_85D228148C2C,Capability,温压一体化变送器,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_F65CCD77F716,Capability,液位变送器,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_B5F57AFCF9E9,Capability,流量计,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_DCF3E2181798,Capability,硅基压力传感器技术,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_ABB8AAB79E25,Capability,金属电容真空计及变送器技术,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_F193ECAA9FFE,Capability,陶瓷电容压力传感器技术,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_B12F34C02076,Capability,应变计压力传感器技术,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_5170AF08EB8B,Capability,温度及流量传感器技术,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_F9203CBBCBB5,Capability,具备从芯片设计,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_8280ADB2B478,Capability,制作,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_58CE03F03315,Capability,封装到传感器装调,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_DE4914F1A665,Capability,测试的全流程能力,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CAPABILITY,CAP_F0D57B8DC5C8,Capability,依托6英寸高水平MEMS流片线实现芯片自主可控。,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_D2965EF04FFB,Industry,航空航天,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_7DDDD92E1B52,Industry,地面测试,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_F7F567593852,Industry,工业控制,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_293827B873C0,Industry,液压系统,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_08127954F811,Industry,船舶,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_94A844B1BB0C,Industry,工程机械,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_85E73832F98D,Industry,石油化工,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_341A3ABD3C99,Industry,矿山,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_A5D62E617153,Industry,医药,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_B56472216D72,Industry,城市供排水,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_BA3D1194685B,Industry,冶金,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_63FE79EF20E1,Industry,电力,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_1FE8DDBB0683,Industry,供热,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_850575C68999,Industry,供水,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_2C17EBB9DBE9,Industry,氢能及储能,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,SERVES_INDUSTRY,IND_DC4E0FCED6A6,Industry,环境监测。,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_431F6EAE1D54,Scenario,风洞实验,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_1FF3768D54C2,Scenario,计量院计量器具,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_E02E5C190D66,Scenario,氢能及储能研究,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_39FC93B661B7,Scenario,航空发动机研究,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_657F47F63B62,Scenario,工程热物理研究,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_1B7AF4A50063,Scenario,燃气轮机,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_86B7418A3A87,Scenario,船用发动机,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_E227AC15261F,Scenario,石油化工,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_0486F18E1AE3,Scenario,矿山,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_92527541F057,Scenario,医药,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_71C8E767D99B,Scenario,城市供排水,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_6B8E43BBEF1E,Scenario,冶金,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_CBC2FDD47A25,Scenario,电力,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_27F691C8D418,Scenario,供热,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,APPLIES_TO_SCENARIO,SCN_14A5220CD9E3,Scenario,供水。,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CUSTOMER,CUS_D452F7D604CE,Customer,清华大学,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CUSTOMER,CUS_6CB44B0C88BD,Customer,西安交通大学,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CUSTOMER,CUS_07BCEEE91B74,Customer,中科院工程热物理研究所,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CUSTOMER,CUS_8237BEB8CD64,Customer,航空发动机研究院,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CUSTOMER,CUS_29787DC4DE76,Customer,宁德时代,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_CUSTOMER,CUS_98EFE3FBBB2A,Customer,华大基因等60+科研机构,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_DEMAND,DEM_4B7CC6F2A7E1,DemandTag,基于其已完成A轮融资及市场开拓阶段,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_DEMAND,DEM_1DD8E9B4007C,DemandTag,可能最需要市场渠道资源,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_DEMAND,DEM_E59988EBEDC6,DemandTag,产业资本或战略投资方的资源对接,company-info_with_url.xlsx,378
ENT_50C460EF1428,Enterprise,HAS_DEMAND,DEM_2EE4C4220BCF,DemandTag,高端人才（特别是销售与市场拓展）以及特定高壁垒行业的准入资质或合作伙伴。,company-info_with_url.xlsx,378
ENT_6B85A2FD7A2E,Enterprise,PROVIDES_PRODUCT,PROD_A41325791A1F,Product,双足人形机器人,company-info_with_url.xlsx,379
ENT_6B85A2FD7A2E,Enterprise,PROVIDES_PRODUCT,PROD_DC5364B24AE2,Product,轮臂式机器人及灵巧手,company-info_with_url.xlsx,379
ENT_6B85A2FD7A2E,Enterprise,PROVIDES_PRODUCT,PROD_ECD21088DDB4,Product,构建从本体到末端的完整产品体系,company-info_with_url.xlsx,379
ENT_6B85A2FD7A2E,Enterprise,HAS_CAPABILITY,CAP_6B7A5545E05C,Capability,专注于通用人形机器人与具身智能技术,company-info_with_url.xlsx,379
ENT_6B85A2FD7A2E,Enterprise,SERVES_INDUSTRY,IND_ACF282574B68,Industry,航天,company-info_with_url.xlsx,379
ENT_6B85A2FD7A2E,Enterprise,SERVES_INDUSTRY,IND_8D05F45047A9,Industry,国防,company-info_with_url.xlsx,379
ENT_6B85A2FD7A2E,Enterprise,SERVES_INDUSTRY,IND_1B71CB5B0D31,Industry,商业服务,company-info_with_url.xlsx,379
ENT_6B85A2FD7A2E,Enterprise,SERVES_INDUSTRY,IND_1A87961BF6B6,Industry,工业制造,company-info_with_url.xlsx,379
ENT_6B85A2FD7A2E,Enterprise,SERVES_INDUSTRY,IND_D666EE144657,Industry,井下能源等。,company-info_with_url.xlsx,379
ENT_6B85A2FD7A2E,Enterprise,APPLIES_TO_SCENARIO,SCN_EE374A9C6285,Scenario,旨在替代人类执行高风险,company-info_with_url.xlsx,379
ENT_6B85A2FD7A2E,Enterprise,APPLIES_TO_SCENARIO,SCN_A602C1783C32,Scenario,高强度以及单调重复工作的场景,company-info_with_url.xlsx,379
ENT_6B85A2FD7A2E,Enterprise,APPLIES_TO_SCENARIO,SCN_8CDC420D22CB,Scenario,具体落地场景信息不足。,company-info_with_url.xlsx,379
ENT_6B85A2FD7A2E,Enterprise,HAS_DEMAND,DEM_FBFCDD4C572A,DemandTag,资金（持续研发投入）,company-info_with_url.xlsx,379
ENT_6B85A2FD7A2E,Enterprise,HAS_DEMAND,DEM_2B43F60C96CE,DemandTag,产业合作伙伴（拓展应用场景）,company-info_with_url.xlsx,379
ENT_6B85A2FD7A2E,Enterprise,HAS_DEMAND,DEM_B9F9E932CDF3,DemandTag,市场渠道及高端研发人才。,company-info_with_url.xlsx,379
ENT_76A3C48385C5,Enterprise,PROVIDES_PRODUCT,PROD_58835C949C91,Product,AI服务器液冷监控系统（解热能力4000W）,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,PROVIDES_PRODUCT,PROD_9D6E947CDE48,Product,电竞笔电风冷散热方案（解热能力300W）,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,PROVIDES_PRODUCT,PROD_EE2827BF5A38,Product,高效能超充电桩液冷散热方案（散热瓦数1000W+）,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,PROVIDES_PRODUCT,PROD_D8309FB6A335,Product,高效充电桩风冷散热方案（散热瓦数500W-1000W）,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,PROVIDES_PRODUCT,PROD_B4DEB83C5F39,Product,光伏逆变器风冷散热方案（散热瓦数30W-300W）,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,HAS_CAPABILITY,CAP_DC19B04EFA2C,Capability,风冷,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,HAS_CAPABILITY,CAP_636AE267E2ED,Capability,液冷散热解决方案,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,HAS_CAPABILITY,CAP_C96F1A91BE24,Capability,电子材料研发+散热技术应用,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,SERVES_INDUSTRY,IND_1E8824D23AF5,Industry,AI服务器,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,SERVES_INDUSTRY,IND_F2FF715A7A90,Industry,网通,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,SERVES_INDUSTRY,IND_A60AD19798CA,Industry,数据中心,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,SERVES_INDUSTRY,IND_719AE5661BE1,Industry,消费性,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,SERVES_INDUSTRY,IND_A4DB0574F0A5,Industry,便携式产品,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,SERVES_INDUSTRY,IND_BB940ED7C76A,Industry,车用,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,SERVES_INDUSTRY,IND_5ED26684BE7A,Industry,新能源产品（如充电桩,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,SERVES_INDUSTRY,IND_7E2EBBC67B0C,Industry,光伏逆变器）,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,SERVES_INDUSTRY,IND_1D43E3F3EC9F,Industry,电竞笔电。,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,APPLIES_TO_SCENARIO,SCN_09F2A2ABEC9B,Scenario,AI服务器散热,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,APPLIES_TO_SCENARIO,SCN_E72458241914,Scenario,电竞笔记本电脑散热,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,APPLIES_TO_SCENARIO,SCN_EB148C0CF393,Scenario,高效能超充电桩散热,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,APPLIES_TO_SCENARIO,SCN_C61B10153DBB,Scenario,高效充电桩散热,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,APPLIES_TO_SCENARIO,SCN_978B2C9EAEDD,Scenario,光伏逆变器散热。,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,HAS_DEMAND,DEM_118204869214,DemandTag,市场渠道,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,HAS_DEMAND,DEM_022FE2FD1046,DemandTag,客户资源,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,HAS_DEMAND,DEM_7BD6E08B3F68,DemandTag,品牌知名度,company-info_with_url.xlsx,380
ENT_76A3C48385C5,Enterprise,HAS_DEMAND,DEM_BC73F0CF6ACC,DemandTag,资金（用于研发和市场拓展）。,company-info_with_url.xlsx,380
ENT_CC72134D8722,Enterprise,HAS_CAPABILITY,CAP_D986DCAA6521,Capability,从事智能科技,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,HAS_CAPABILITY,CAP_0ACAB0F4544C,Capability,集成电路科技,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,HAS_CAPABILITY,CAP_318873077B46,Capability,计算机科技领域内的技术开发,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,HAS_CAPABILITY,CAP_A86037E2C026,Capability,技术咨询,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,HAS_CAPABILITY,CAP_0A99216D8309,Capability,技术服务,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,HAS_CAPABILITY,CAP_B70B3C2D7EE7,Capability,技术转让,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,HAS_CAPABILITY,CAP_83FFC647B18F,Capability,集成电路芯片设计服务,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,HAS_CAPABILITY,CAP_13F52CC85FEA,Capability,计算机软件开发,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,HAS_CAPABILITY,CAP_08DB841D7529,Capability,数据处理服务,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,HAS_CAPABILITY,CAP_6EC648459615,Capability,新兴软件及服务。拥有多项图像处理,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,HAS_CAPABILITY,CAP_1FEE7623259D,Capability,双目立体匹配,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,HAS_CAPABILITY,CAP_B759516662F7,Capability,人脸识别,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,HAS_CAPABILITY,CAP_3629B1D48F6F,Capability,智能锁等相关专利。,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,SERVES_INDUSTRY,IND_DCA42F40BA7D,Industry,智能科技,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,SERVES_INDUSTRY,IND_91BA50719FD1,Industry,集成电路,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,SERVES_INDUSTRY,IND_C3E66B299EF6,Industry,计算机科技,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,SERVES_INDUSTRY,IND_EC2F2934D0EC,Industry,智慧城市,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,SERVES_INDUSTRY,IND_915769B4DDB2,Industry,智能制造。,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,APPLIES_TO_SCENARIO,SCN_E2B9131D4B43,Scenario,图像处理,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,APPLIES_TO_SCENARIO,SCN_430DBDD8179C,Scenario,人脸识别,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,APPLIES_TO_SCENARIO,SCN_86D50654244C,Scenario,智能锁,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,APPLIES_TO_SCENARIO,SCN_D359F4A3B613,Scenario,视频流处理,company-info_with_url.xlsx,381
ENT_CC72134D8722,Enterprise,APPLIES_TO_SCENARIO,SCN_9F1A76D17402,Scenario,相机成像补光等。,company-info_with_url.xlsx,381
ENT_7CADEF58651D,Enterprise,HAS_CAPABILITY,CAP_F7C79D1AE404,Capability,大型低温制冷技术（20K以下）,company-info_with_url.xlsx,383
ENT_7CADEF58651D,Enterprise,HAS_CAPABILITY,CAP_C898CFB49466,Capability,液氢,company-info_with_url.xlsx,383
ENT_7CADEF58651D,Enterprise,HAS_CAPABILITY,CAP_EFFAF072B038,Capability,液氦低温制冷装备,company-info_with_url.xlsx,383
ENT_7CADEF58651D,Enterprise,HAS_CAPABILITY,CAP_54015E1B31D8,Capability,氢氦制冷机,company-info_with_url.xlsx,383
ENT_7CADEF58651D,Enterprise,HAS_CAPABILITY,CAP_ABA3EE63D072,Capability,液化装置,company-info_with_url.xlsx,383
ENT_7CADEF58651D,Enterprise,HAS_CAPABILITY,CAP_8DED34BC2D4B,Capability,BOG低温提氦装置,company-info_with_url.xlsx,383
ENT_7CADEF58651D,Enterprise,HAS_CAPABILITY,CAP_7C4E6B66F163,Capability,稀有气体精制装置,company-info_with_url.xlsx,383
ENT_7CADEF58651D,Enterprise,HAS_CAPABILITY,CAP_8B8113E8318F,Capability,大型氢液化设备（100%国产化,company-info_with_url.xlsx,383
ENT_7CADEF58651D,Enterprise,HAS_CAPABILITY,CAP_6974BE52434B,Capability,液化能力5吨,company-info_with_url.xlsx,383
