id:ID,label,name,normalized_name,source_file,:LABEL
CAP_F35D967B42D6,Capability,智能无人协同,智能无人协同,company-info_with_url.xlsx,Capability
CAP_A89E8B1130DB,Capability,人工智能计算,人工智能计算,company-info_with_url.xlsx,Capability
CAP_2F8F1D50DC71,Capability,多传感器融合,多传感器融合,company-info_with_url.xlsx,Capability
CAP_E05C3177F53E,Capability,智能无人机研发,智能无人机研发,company-info_with_url.xlsx,Capability
IND_6D3EF7BE10BC,Industry,人工智能应用场景,人工智能应用场景,company-info_with_url.xlsx,Industry
IND_CBF6ACE100F2,Industry,为机,为机,company-info_with_url.xlsx,Industry
IND_28597BC4856D,Industry,车,车,company-info_with_url.xlsx,Industry
IND_6768F7120063,Industry,艇等各类高科技装备提供解决方案。,艇等各类高科技装备提供解决方案。,company-info_with_url.xlsx,Industry
SCN_81B013BF248A,Scenario,智能无人机系统服务,智能无人机系统服务,company-info_with_url.xlsx,Scenario
SCN_CE03548B6188,Scenario,为高科技装备提供先进可靠,为高科技装备提供先进可靠,company-info_with_url.xlsx,Scenario
SCN_931E2133471A,Scenario,自主可控的个体,自主可控的个体,company-info_with_url.xlsx,Scenario
SCN_B685E152D27D,Scenario,群体智能化解决方案。,群体智能化解决方案。,company-info_with_url.xlsx,Scenario
DEM_4AA4D892FE81,DemandTag,暂无（信息不足）,暂无（信息不足）,company-info_with_url.xlsx,DemandTag
CAP_715D93578F9E,Capability,压力变送器系列（高频响,压力变送器系列（高频响,company-info_with_url.xlsx,Capability
CAP_86DBAB54524C,Capability,高精度,高精度,company-info_with_url.xlsx,Capability
CAP_8978A63DEF4D,Capability,高温,高温,company-info_with_url.xlsx,Capability
CAP_A3CA584A5369,Capability,小型,小型,company-info_with_url.xlsx,Capability
CAP_16E90836DA2D,Capability,微压）,微压）,company-info_with_url.xlsx,Capability
CAP_85D228148C2C,Capability,温压一体化变送器,温压一体化变送器,company-info_with_url.xlsx,Capability
CAP_F65CCD77F716,Capability,液位变送器,液位变送器,company-info_with_url.xlsx,Capability
CAP_F0D57B8DC5C8,Capability,依托6英寸高水平MEMS流片线实现芯片自主可控。,依托6英寸高水平mems流片线实现芯片自主可控。,company-info_with_url.xlsx,Capability
IND_7DDDD92E1B52,Industry,地面测试,地面测试,company-info_with_url.xlsx,Industry
IND_293827B873C0,Industry,液压系统,液压系统,company-info_with_url.xlsx,Industry
IND_341A3ABD3C99,Industry,矿山,矿山,company-info_with_url.xlsx,Industry
IND_B56472216D72,Industry,城市供排水,城市供排水,company-info_with_url.xlsx,Industry
IND_BA3D1194685B,Industry,冶金,冶金,company-info_with_url.xlsx,Industry
IND_1FE8DDBB0683,Industry,供热,供热,company-info_with_url.xlsx,Industry
IND_850575C68999,Industry,供水,供水,company-info_with_url.xlsx,Industry
IND_2C17EBB9DBE9,Industry,氢能及储能,氢能及储能,company-info_with_url.xlsx,Industry
IND_DC4E0FCED6A6,Industry,环境监测。,环境监测。,company-info_with_url.xlsx,Industry
SCN_431F6EAE1D54,Scenario,风洞实验,风洞实验,company-info_with_url.xlsx,Scenario
SCN_1FF3768D54C2,Scenario,计量院计量器具,计量院计量器具,company-info_with_url.xlsx,Scenario
SCN_E02E5C190D66,Scenario,氢能及储能研究,氢能及储能研究,company-info_with_url.xlsx,Scenario
SCN_39FC93B661B7,Scenario,航空发动机研究,航空发动机研究,company-info_with_url.xlsx,Scenario
SCN_657F47F63B62,Scenario,工程热物理研究,工程热物理研究,company-info_with_url.xlsx,Scenario
SCN_1B7AF4A50063,Scenario,燃气轮机,燃气轮机,company-info_with_url.xlsx,Scenario
SCN_86B7418A3A87,Scenario,船用发动机,船用发动机,company-info_with_url.xlsx,Scenario
SCN_E227AC15261F,Scenario,石油化工,石油化工,company-info_with_url.xlsx,Scenario
SCN_0486F18E1AE3,Scenario,矿山,矿山,company-info_with_url.xlsx,Scenario
SCN_92527541F057,Scenario,医药,医药,company-info_with_url.xlsx,Scenario
SCN_71C8E767D99B,Scenario,城市供排水,城市供排水,company-info_with_url.xlsx,Scenario
SCN_6B8E43BBEF1E,Scenario,冶金,冶金,company-info_with_url.xlsx,Scenario
SCN_CBC2FDD47A25,Scenario,电力,电力,company-info_with_url.xlsx,Scenario
SCN_27F691C8D418,Scenario,供热,供热,company-info_with_url.xlsx,Scenario
SCN_14A5220CD9E3,Scenario,供水。,供水。,company-info_with_url.xlsx,Scenario
DEM_4B7CC6F2A7E1,DemandTag,基于其已完成A轮融资及市场开拓阶段,基于其已完成a轮融资及市场开拓阶段,company-info_with_url.xlsx,DemandTag
DEM_E59988EBEDC6,DemandTag,产业资本或战略投资方的资源对接,产业资本或战略投资方的资源对接,company-info_with_url.xlsx,DemandTag
DEM_2EE4C4220BCF,DemandTag,高端人才（特别是销售与市场拓展）以及特定高壁垒行业的准入资质或合作伙伴。,高端人才（特别是销售与市场拓展）以及特定高壁垒行业的准入资质或合作伙伴。,company-info_with_url.xlsx,DemandTag
PROD_DC5364B24AE2,Product,轮臂式机器人及灵巧手,轮臂式机器人及灵巧手,company-info_with_url.xlsx,Product
PROD_ECD21088DDB4,Product,构建从本体到末端的完整产品体系,构建从本体到末端的完整产品体系,company-info_with_url.xlsx,Product
CAP_6B7A5545E05C,Capability,专注于通用人形机器人与具身智能技术,专注于通用人形机器人与具身智能技术,company-info_with_url.xlsx,Capability
IND_1B71CB5B0D31,Industry,商业服务,商业服务,company-info_with_url.xlsx,Industry
IND_1A87961BF6B6,Industry,工业制造,工业制造,company-info_with_url.xlsx,Industry
IND_D666EE144657,Industry,井下能源等。,井下能源等。,company-info_with_url.xlsx,Industry
SCN_EE374A9C6285,Scenario,旨在替代人类执行高风险,旨在替代人类执行高风险,company-info_with_url.xlsx,Scenario
SCN_A602C1783C32,Scenario,高强度以及单调重复工作的场景,高强度以及单调重复工作的场景,company-info_with_url.xlsx,Scenario
SCN_8CDC420D22CB,Scenario,具体落地场景信息不足。,具体落地场景信息不足。,company-info_with_url.xlsx,Scenario
DEM_FBFCDD4C572A,DemandTag,资金（持续研发投入）,资金（持续研发投入）,company-info_with_url.xlsx,DemandTag
DEM_2B43F60C96CE,DemandTag,产业合作伙伴（拓展应用场景）,产业合作伙伴（拓展应用场景）,company-info_with_url.xlsx,DemandTag
DEM_B9F9E932CDF3,DemandTag,市场渠道及高端研发人才。,市场渠道及高端研发人才。,company-info_with_url.xlsx,DemandTag
PROD_58835C949C91,Product,AI服务器液冷监控系统（解热能力4000W）,ai服务器液冷监控系统（解热能力4000w）,company-info_with_url.xlsx,Product
PROD_9D6E947CDE48,Product,电竞笔电风冷散热方案（解热能力300W）,电竞笔电风冷散热方案（解热能力300w）,company-info_with_url.xlsx,Product
PROD_EE2827BF5A38,Product,高效能超充电桩液冷散热方案（散热瓦数1000W+）,高效能超充电桩液冷散热方案（散热瓦数1000w+）,company-info_with_url.xlsx,Product
PROD_D8309FB6A335,Product,高效充电桩风冷散热方案（散热瓦数500W-1000W）,高效充电桩风冷散热方案（散热瓦数500w-1000w）,company-info_with_url.xlsx,Product
PROD_B4DEB83C5F39,Product,光伏逆变器风冷散热方案（散热瓦数30W-300W）,光伏逆变器风冷散热方案（散热瓦数30w-300w）,company-info_with_url.xlsx,Product
CAP_DC19B04EFA2C,Capability,风冷,风冷,company-info_with_url.xlsx,Capability
CAP_636AE267E2ED,Capability,液冷散热解决方案,液冷散热解决方案,company-info_with_url.xlsx,Capability
CAP_C96F1A91BE24,Capability,电子材料研发+散热技术应用,电子材料研发+散热技术应用,company-info_with_url.xlsx,Capability
IND_1E8824D23AF5,Industry,AI服务器,ai服务器,company-info_with_url.xlsx,Industry
IND_F2FF715A7A90,Industry,网通,网通,company-info_with_url.xlsx,Industry
IND_719AE5661BE1,Industry,消费性,消费性,company-info_with_url.xlsx,Industry
IND_A4DB0574F0A5,Industry,便携式产品,便携式产品,company-info_with_url.xlsx,Industry
IND_BB940ED7C76A,Industry,车用,车用,company-info_with_url.xlsx,Industry
IND_5ED26684BE7A,Industry,新能源产品（如充电桩,新能源产品（如充电桩,company-info_with_url.xlsx,Industry
IND_7E2EBBC67B0C,Industry,光伏逆变器）,光伏逆变器）,company-info_with_url.xlsx,Industry
IND_1D43E3F3EC9F,Industry,电竞笔电。,电竞笔电。,company-info_with_url.xlsx,Industry
SCN_09F2A2ABEC9B,Scenario,AI服务器散热,ai服务器散热,company-info_with_url.xlsx,Scenario
SCN_E72458241914,Scenario,电竞笔记本电脑散热,电竞笔记本电脑散热,company-info_with_url.xlsx,Scenario
SCN_EB148C0CF393,Scenario,高效能超充电桩散热,高效能超充电桩散热,company-info_with_url.xlsx,Scenario
SCN_C61B10153DBB,Scenario,高效充电桩散热,高效充电桩散热,company-info_with_url.xlsx,Scenario
SCN_978B2C9EAEDD,Scenario,光伏逆变器散热。,光伏逆变器散热。,company-info_with_url.xlsx,Scenario
DEM_022FE2FD1046,DemandTag,客户资源,客户资源,company-info_with_url.xlsx,DemandTag
DEM_7BD6E08B3F68,DemandTag,品牌知名度,品牌知名度,company-info_with_url.xlsx,DemandTag
DEM_BC73F0CF6ACC,DemandTag,资金（用于研发和市场拓展）。,资金（用于研发和市场拓展）。,company-info_with_url.xlsx,DemandTag
CAP_D986DCAA6521,Capability,从事智能科技,从事智能科技,company-info_with_url.xlsx,Capability
CAP_0ACAB0F4544C,Capability,集成电路科技,集成电路科技,company-info_with_url.xlsx,Capability
CAP_318873077B46,Capability,计算机科技领域内的技术开发,计算机科技领域内的技术开发,company-info_with_url.xlsx,Capability
CAP_A86037E2C026,Capability,技术咨询,技术咨询,company-info_with_url.xlsx,Capability
CAP_0A99216D8309,Capability,技术服务,技术服务,company-info_with_url.xlsx,Capability
CAP_B70B3C2D7EE7,Capability,技术转让,技术转让,company-info_with_url.xlsx,Capability
CAP_83FFC647B18F,Capability,集成电路芯片设计服务,集成电路芯片设计服务,company-info_with_url.xlsx,Capability
CAP_08DB841D7529,Capability,数据处理服务,数据处理服务,company-info_with_url.xlsx,Capability
CAP_6EC648459615,Capability,新兴软件及服务。拥有多项图像处理,新兴软件及服务。拥有多项图像处理,company-info_with_url.xlsx,Capability
CAP_3629B1D48F6F,Capability,智能锁等相关专利。,智能锁等相关专利。,company-info_with_url.xlsx,Capability
IND_DCA42F40BA7D,Industry,智能科技,智能科技,company-info_with_url.xlsx,Industry
IND_C3E66B299EF6,Industry,计算机科技,计算机科技,company-info_with_url.xlsx,Industry
IND_915769B4DDB2,Industry,智能制造。,智能制造。,company-info_with_url.xlsx,Industry
SCN_E2B9131D4B43,Scenario,图像处理,图像处理,company-info_with_url.xlsx,Scenario
SCN_430DBDD8179C,Scenario,人脸识别,人脸识别,company-info_with_url.xlsx,Scenario
SCN_86D50654244C,Scenario,智能锁,智能锁,company-info_with_url.xlsx,Scenario
SCN_D359F4A3B613,Scenario,视频流处理,视频流处理,company-info_with_url.xlsx,Scenario
SCN_9F1A76D17402,Scenario,相机成像补光等。,相机成像补光等。,company-info_with_url.xlsx,Scenario
CAP_F7C79D1AE404,Capability,大型低温制冷技术（20K以下）,大型低温制冷技术（20k以下）,company-info_with_url.xlsx,Capability
CAP_C898CFB49466,Capability,液氢,液氢,company-info_with_url.xlsx,Capability
CAP_EFFAF072B038,Capability,液氦低温制冷装备,液氦低温制冷装备,company-info_with_url.xlsx,Capability
CAP_54015E1B31D8,Capability,氢氦制冷机,氢氦制冷机,company-info_with_url.xlsx,Capability
CAP_ABA3EE63D072,Capability,液化装置,液化装置,company-info_with_url.xlsx,Capability
CAP_8DED34BC2D4B,Capability,BOG低温提氦装置,bog低温提氦装置,company-info_with_url.xlsx,Capability
CAP_7C4E6B66F163,Capability,稀有气体精制装置,稀有气体精制装置,company-info_with_url.xlsx,Capability
CAP_8B8113E8318F,Capability,大型氢液化设备（100%国产化,大型氢液化设备（100%国产化,company-info_with_url.xlsx,Capability
CAP_6974BE52434B,Capability,液化能力5吨,液化能力5吨,company-info_with_url.xlsx,Capability
CAP_110852A9991D,Capability,天）,天）,company-info_with_url.xlsx,Capability
IND_40C358B493E8,Industry,双碳,双碳,company-info_with_url.xlsx,Industry
IND_B3C64B35DDD1,Industry,智能制造等行业。具体应用于氢能供给和储运,智能制造等行业。具体应用于氢能供给和储运,company-info_with_url.xlsx,Industry
IND_4A54A2109D87,Industry,工业气体和电子特气,工业气体和电子特气,company-info_with_url.xlsx,Industry
IND_D42A4816DE75,Industry,低温装备及配套产品。,低温装备及配套产品。,company-info_with_url.xlsx,Industry
SCN_BD26BE343321,Scenario,1. 战略气体资源（如氦气）的提取,1. 战略气体资源（如氦气）的提取,company-info_with_url.xlsx,Scenario
SCN_FEB36D934CAA,Scenario,纯化与液化,纯化与液化,company-info_with_url.xlsx,Scenario
SCN_130840407337,Scenario,保障大科学和国防安全。2. 氢能源市场的氢液化,保障大科学和国防安全。2. 氢能源市场的氢液化,company-info_with_url.xlsx,Scenario
SCN_FACF677B1AEA,Scenario,储运与供给。3. 为工业领域提供液体氧氮氩,储运与供给。3. 为工业领域提供液体氧氮氩,company-info_with_url.xlsx,Scenario
SCN_2F8F488D4C3B,Scenario,高纯氢气与稀有气体等气体应用一体化工程解决方案。,高纯氢气与稀有气体等气体应用一体化工程解决方案。,company-info_with_url.xlsx,Scenario
DEM_5495192B3E74,DemandTag,根据其刚完成C轮融资（8亿元）的情况判断,根据其刚完成c轮融资（8亿元）的情况判断,company-info_with_url.xlsx,DemandTag
DEM_7B43DDBD6A3C,DemandTag,当前可能最需要市场拓展资源,当前可能最需要市场拓展资源,company-info_with_url.xlsx,DemandTag
DEM_80BB9478A178,DemandTag,产业链合作资源以及规模化生产所需的资本支持,产业链合作资源以及规模化生产所需的资本支持,company-info_with_url.xlsx,DemandTag
DEM_A6D4251C40EA,DemandTag,以抓住氢能等市场机遇。,以抓住氢能等市场机遇。,company-info_with_url.xlsx,DemandTag
PROD_BC3B2ABCF512,Product,碳纳米管宏观体材料（纤维,碳纳米管宏观体材料（纤维,company-info_with_url.xlsx,Product
PROD_56761CDA1C8F,Product,气凝胶）的批量化制备,气凝胶）的批量化制备,company-info_with_url.xlsx,Product
PROD_63AF81B37D4F,Product,屏蔽绕包带。,屏蔽绕包带。,company-info_with_url.xlsx,Product
IND_DECCEEBC3535,Industry,汽车工业（内饰加热,汽车工业（内饰加热,company-info_with_url.xlsx,Industry
IND_CBB64DCF729F,Industry,电池包加热）,电池包加热）,company-info_with_url.xlsx,Industry
IND_CF5633709D02,Industry,工业制造（电线屏蔽层,工业制造（电线屏蔽层,company-info_with_url.xlsx,Industry
IND_09F25D5F398A,Industry,管道伴热,管道伴热,company-info_with_url.xlsx,Industry
IND_11CF5B8ED7D9,Industry,防除冰）,防除冰）,company-info_with_url.xlsx,Industry
IND_BA2CDA67DB18,Industry,军工（电磁屏蔽,军工（电磁屏蔽,company-info_with_url.xlsx,Industry
IND_E6C33FF55E68,Industry,红外隐身,红外隐身,company-info_with_url.xlsx,Industry
IND_16429045B846,Industry,电磁加热）,电磁加热）,company-info_with_url.xlsx,Industry
IND_57D3DE4B2150,Industry,能源（电池集流体,能源（电池集流体,company-info_with_url.xlsx,Industry
IND_B8C6AE69ED7B,Industry,超级电容）,超级电容）,company-info_with_url.xlsx,Industry
IND_B98286314F81,Industry,电子（铜基导电浆料,电子（铜基导电浆料,company-info_with_url.xlsx,Industry
IND_2E967F7D0D51,Industry,3D打印铜,3d打印铜,company-info_with_url.xlsx,Industry
IND_E1ACE0C97841,Industry,集成电路封装材料,集成电路封装材料,company-info_with_url.xlsx,Industry
IND_311492579895,Industry,连接器,连接器,company-info_with_url.xlsx,Industry
IND_9756996939BF,Industry,铁路接触线,铁路接触线,company-info_with_url.xlsx,Industry
IND_E034E1B240F9,Industry,电机）。,电机）。,company-info_with_url.xlsx,Industry
SCN_AEAAB2C2C1D6,Scenario,车用内饰及电池加热,车用内饰及电池加热,company-info_with_url.xlsx,Scenario
SCN_6D104741AF90,Scenario,工业管道伴热与电线屏蔽,工业管道伴热与电线屏蔽,company-info_with_url.xlsx,Scenario
SCN_965AF43BA488,Scenario,军用电磁屏蔽与隐身,军用电磁屏蔽与隐身,company-info_with_url.xlsx,Scenario
SCN_BAC90C833C71,Scenario,电池集流体,电池集流体,company-info_with_url.xlsx,Scenario
SCN_BC661185EE24,Scenario,太阳能电池用铜基导电浆料,太阳能电池用铜基导电浆料,company-info_with_url.xlsx,Scenario
SCN_6912C1450F6C,Scenario,航空航天部件3D打印,航空航天部件3d打印,company-info_with_url.xlsx,Scenario
SCN_D035C349F746,Scenario,集成电路封装,集成电路封装,company-info_with_url.xlsx,Scenario
SCN_72C9369E0945,Scenario,铁路接触线等。,铁路接触线等。,company-info_with_url.xlsx,Scenario
CUS_D3E90F61259B,Customer,零星服装,零星服装,company-info_with_url.xlsx,Customer
CUS_7632AD35393B,Customer,家居,家居,company-info_with_url.xlsx,Customer
CUS_8EF249A5C607,Customer,理疗领域客户,理疗领域客户,company-info_with_url.xlsx,Customer
CUS_0083EDAC0305,Customer,与一汽商用汽车在座椅加热领域展开研究合作,与一汽商用汽车在座椅加热领域展开研究合作,company-info_with_url.xlsx,Customer
CUS_C623409B4905,Customer,与国内重点高校研究所开展批量试验合作,与国内重点高校研究所开展批量试验合作,company-info_with_url.xlsx,Customer
CUS_8F64D5FDACE1,Customer,与国网公司开展结构件性能验证合作。,与国网公司开展结构件性能验证合作。,company-info_with_url.xlsx,Customer
DEM_F9E78C552777,DemandTag,大规模商业化订单和市场渠道拓展资源,大规模商业化订单和市场渠道拓展资源,company-info_with_url.xlsx,DemandTag
DEM_E0D62EB076D3,DemandTag,可能还需要进一步的生产资金或产业链上下游合作资源以扩大产能和应用领域。,可能还需要进一步的生产资金或产业链上下游合作资源以扩大产能和应用领域。,company-info_with_url.xlsx,DemandTag
PROD_B01B05045C7C,Product,短波信号频谱监测平台,短波信号频谱监测平台,company-info_with_url.xlsx,Product
PROD_7F4946D951F0,Product,“白头翁”信号分析工具软件,“白头翁”信号分析工具软件,company-info_with_url.xlsx,Product
PROD_9E76ED3BA118,Product,电子侦控平台,电子侦控平台,company-info_with_url.xlsx,Product
PROD_5F86A850B8D9,Product,手机信号处理平台,手机信号处理平台,company-info_with_url.xlsx,Product
PROD_85FF901948CD,Product,特种电子训练平台等。,特种电子训练平台等。,company-info_with_url.xlsx,Product
IND_B1FD0375027D,Industry,信息传输,信息传输,company-info_with_url.xlsx,Industry
IND_AA49062E4C30,Industry,软件和信息技术服务业,软件和信息技术服务业,company-info_with_url.xlsx,Industry
PROD_1803DC4F995E,Product,包括纽扣式电池,包括纽扣式电池,company-info_with_url.xlsx,Product
CAP_73A6CF109E6E,Capability,采用自主开发的锂金属电极界面控制技术以及独特的电解质技术。,采用自主开发的锂金属电极界面控制技术以及独特的电解质技术。,company-info_with_url.xlsx,Capability
IND_984EB97200CD,Industry,消费电子（如纽扣电池应用）。,消费电子（如纽扣电池应用）。,company-info_with_url.xlsx,Industry
SCN_89AD9C672FB6,Scenario,电动汽车动力电池,电动汽车动力电池,company-info_with_url.xlsx,Scenario
SCN_3A24E85BA839,Scenario,消费电子设备电池,消费电子设备电池,company-info_with_url.xlsx,Scenario
SCN_3107F24EAB95,Scenario,储能系统。,储能系统。,company-info_with_url.xlsx,Scenario
DEM_295B79D2BA12,DemandTag,资金（用于固态电池研发,资金（用于固态电池研发,company-info_with_url.xlsx,DemandTag
DEM_96A02D401FF5,DemandTag,市场拓展及产能建设）,市场拓展及产能建设）,company-info_with_url.xlsx,DemandTag
DEM_BFD854936EBB,DemandTag,产业链合作伙伴（材料,产业链合作伙伴（材料,company-info_with_url.xlsx,DemandTag
DEM_0C1131E2A115,DemandTag,设备,设备,company-info_with_url.xlsx,DemandTag
DEM_0EAD79728D7F,DemandTag,整车厂）,整车厂）,company-info_with_url.xlsx,DemandTag
DEM_7E806A672D9B,DemandTag,技术人才及规模化生产经验。,技术人才及规模化生产经验。,company-info_with_url.xlsx,DemandTag
PROD_467C0FB427A5,Product,包括：1）3D Chiplet通用底座（高算力芯片平台）,包括：1）3d chiplet通用底座（高算力芯片平台）,company-info_with_url.xlsx,Product
PROD_D36AD036F144,Product,2）高速连接芯粒及IP（实现超高速多维互联）,2）高速连接芯粒及ip（实现超高速多维互联）,company-info_with_url.xlsx,Product
PROD_6B5AADB13068,Product,3）专用设计工具（助力Chiplet系统设计）,3）专用设计工具（助力chiplet系统设计）,company-info_with_url.xlsx,Product
CAP_DA35F904BAF1,Capability,量产封测）。,量产封测）。,company-info_with_url.xlsx,Capability
CUS_C44F8B93A006,Customer,国产fabless,国产fabless,company-info_with_url.xlsx,Customer
CUS_F1D46B9BD71A,Customer,GPU,gpu,company-info_with_url.xlsx,Customer
CUS_8437BD733533,Customer,CPU厂商,cpu厂商,company-info_with_url.xlsx,Customer
CAP_9E1CDAEB8DDA,Capability,基于Hybrid Vision®融合视觉技术的ALPIX系列融合视觉传感芯片（如ALPIX-Pizol,基于hybrid vision®融合视觉技术的alpix系列融合视觉传感芯片（如alpix-pizol,company-info_with_url.xlsx,Capability
CAP_0C5FDA727350,Capability,ALPIX-Eiger,alpix-eiger,company-info_with_url.xlsx,Capability
CAP_B79FD5CE7439,Capability,ALPIX-Titlis等）,alpix-titlis等）,company-info_with_url.xlsx,Capability
CAP_BE2EA32FCFB8,Capability,同一芯片可同时输出高质量图像数据和事件流。,同一芯片可同时输出高质量图像数据和事件流。,company-info_with_url.xlsx,Capability
IND_CE63E55C3484,Industry,智能安防,智能安防,company-info_with_url.xlsx,Industry
IND_438F4C5D73EE,Industry,PC,pc,company-info_with_url.xlsx,Industry
IND_DEE9B9EB7A23,Industry,IoT等。,iot等。,company-info_with_url.xlsx,Industry
SCN_97F72549783E,Scenario,1. 芯片销售：应用于智能手机,1. 芯片销售：应用于智能手机,company-info_with_url.xlsx,Scenario
SCN_4CC08F348086,Scenario,安防领域。2. 模组销售：提供基于ALPIX芯片的摄像头模组,安防领域。2. 模组销售：提供基于alpix芯片的摄像头模组,company-info_with_url.xlsx,Scenario
SCN_AD7B3580923A,Scenario,应用于智能家居,应用于智能家居,company-info_with_url.xlsx,Scenario
SCN_345874807045,Scenario,PC,pc,company-info_with_url.xlsx,Scenario
SCN_7E3057C089EC,Scenario,智能汽车等。具体场景包括：毫秒级障碍感知（EVS）,智能汽车等。具体场景包括：毫秒级障碍感知（evs）,company-info_with_url.xlsx,Scenario
SCN_36561AE667BD,Scenario,全天候环境理解（HVS）,全天候环境理解（hvs）,company-info_with_url.xlsx,Scenario
SCN_B6B7CB7C5A7F,Scenario,影像增强,影像增强,company-info_with_url.xlsx,Scenario
SCN_981B5AAF1460,Scenario,AI-ISP,ai-isp,company-info_with_url.xlsx,Scenario
SCN_19B7D0BC70CC,Scenario,视频去模糊,视频去模糊,company-info_with_url.xlsx,Scenario
SCN_77EBA556C05B,Scenario,插帧,插帧,company-info_with_url.xlsx,Scenario
SCN_7FA858097CCA,Scenario,自动驾驶视觉,自动驾驶视觉,company-info_with_url.xlsx,Scenario
SCN_445E286E1831,Scenario,无人机避障,无人机避障,company-info_with_url.xlsx,Scenario
SCN_D440334883C2,Scenario,快速生产线AOI等。,快速生产线aoi等。,company-info_with_url.xlsx,Scenario
DEM_B0334755E457,DemandTag,根据其完成B+轮融资的信息,根据其完成b+轮融资的信息,company-info_with_url.xlsx,DemandTag
DEM_D4D7F3A37B81,DemandTag,资金将主要用于核心技术的持续研发,资金将主要用于核心技术的持续研发,company-info_with_url.xlsx,DemandTag
DEM_C36FD7D64C6E,DemandTag,产品迭代及市场拓展。,产品迭代及市场拓展。,company-info_with_url.xlsx,DemandTag
CAP_BB979B90E90A,Capability,水性烤漆树脂,水性烤漆树脂,company-info_with_url.xlsx,Capability
CAP_97552207624A,Capability,水性丙烯酸改性醇酸树脂,水性丙烯酸改性醇酸树脂,company-info_with_url.xlsx,Capability
CAP_97643C5A9C8E,Capability,水性环氧酯树脂,水性环氧酯树脂,company-info_with_url.xlsx,Capability
