start_id,start_label,end_id,end_label,relation_type,confidence,source
STG_LA_007,ChainStage,KCAP_LA_005,KeyCapability,REQUIRES_CAPABILITY,0.90,unified_structure_v2
STG_LA_008,ChainStage,KCAP_LA_004,KeyCapability,REQUIRES_CAPABILITY,0.95,unified_structure_v2
STG_LA_009,ChainStage,KCAP_LA_004,KeyCapability,REQUIRES_CAPABILITY,0.95,unified_structure_v2
STG_LA_009,ChainStage,KCAP_LA_005,KeyCapability,REQUIRES_CAPABILITY,0.95,unified_structure_v2
STG_LA_010,ChainStage,KCAP_LA_006,KeyCapability,REQUIRES_CAPABILITY,0.95,unified_structure_v2
STG_004_001,ChainStage,KCAP_DISP_001,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_004_002,ChainStage,KCAP_DISP_001,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_004_003,ChainStage,KCAP_DISP_001,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_004_004,ChainStage,KCAP_DISP_003,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_004_005,ChainStage,KCAP_DISP_002,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_004_006,ChainStage,KCAP_DISP_003,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_004_007,ChainStage,KCAP_DISP_004,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_004_007,ChainStage,KCAP_DISP_005,KeyCapability,REQUIRES_CAPABILITY,0.90,expansion_patch_2026-05-12
STG_005_001,ChainStage,KCAP_COMP_001,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_005_002,ChainStage,KCAP_COMP_001,KeyCapability,REQUIRES_CAPABILITY,0.90,expansion_patch_2026-05-12
STG_005_003,ChainStage,KCAP_COMP_001,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_005_004,ChainStage,KCAP_COMP_002,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_005_005,ChainStage,KCAP_COMP_003,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_005_005,ChainStage,KCAP_COMP_004,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_005_006,ChainStage,KCAP_COMP_003,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_005_006,ChainStage,KCAP_COMP_004,KeyCapability,REQUIRES_CAPABILITY,0.90,expansion_patch_2026-05-12
STG_005_006,ChainStage,KCAP_COMP_005,KeyCapability,REQUIRES_CAPABILITY,0.90,expansion_patch_2026-05-12
STG_006_001,ChainStage,KCAP_FUS_001,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_006_002,ChainStage,KCAP_FUS_002,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_006_003,ChainStage,KCAP_FUS_003,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_006_004,ChainStage,KCAP_FUS_003,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
STG_006_004,ChainStage,KCAP_FUS_004,KeyCapability,REQUIRES_CAPABILITY,0.95,expansion_patch_2026-05-12
