enterprise_id,enterprise_name,source_system,source_pk,last_sync_at
ENT_PG_56,科近泰基新技术有限公司,postgresql,56,2026-06-28 10:25:30.108861+00
ENT_PG_57,杭州博辉合生科技有限公司,postgresql,57,2026-06-28 10:25:30.108861+00
ENT_PG_58,上海阿泰克生物科技有限公司,postgresql,58,2026-06-28 10:25:30.108861+00
ENT_PG_59,中科九朗（北京）能源科技有限公司,postgresql,59,2026-06-28 10:25:30.108861+00
ENT_PG_60,中科亿氨新能源科技（常州）有限公司,postgresql,60,2026-06-28 10:25:30.108861+00
ENT_PG_61,北京轻化致远新材料科技有限公司,postgresql,61,2026-06-28 10:25:30.108861+00
ENT_PG_62,西安聚安光科物联网科技有限公司,postgresql,62,2026-06-28 10:25:30.108861+00
ENT_PG_63,英伟芯（西安）科技有限公司,postgresql,63,2026-06-28 10:25:30.108861+00
ENT_PG_64,上海松应科技有限公司,postgresql,64,2026-06-28 10:25:30.108861+00
ENT_PG_65,北京光邮星空科技有限公司,postgresql,65,2026-06-28 10:25:30.108861+00
ENT_PG_66,上海欧科汀能源科技发展有限公司,postgresql,66,2026-06-28 10:25:30.108861+00
ENT_PG_67,MatraVolt Limited,postgresql,67,2026-06-28 10:25:30.108861+00
ENT_PG_68,赛蕴生物科技（成都）有限公司,postgresql,68,2026-06-28 10:25:30.108861+00
ENT_PG_69,洛赛达科技（南京）有限责任公司,postgresql,69,2026-06-28 10:25:30.108861+00
ENT_PG_70,上海御风图南科技发展有限公司,postgresql,70,2026-06-28 10:25:30.108861+00
ENT_PG_71,上海奇绩智峰智能科技有限公司,postgresql,71,2026-06-28 10:25:30.108861+00
ENT_PG_72,清融新材料科技（嘉兴）有限公司,postgresql,72,2026-06-28 10:25:30.108861+00
ENT_PG_73,常州龙藏生物科技有限公司,postgresql,73,2026-06-28 10:25:30.108861+00
ENT_PG_74,源升智能机器人（深圳）有限公司,postgresql,74,2026-06-28 10:25:30.108861+00
ENT_PG_75,明视脑机科技（苏州）有限公司,postgresql,75,2026-06-28 10:25:30.108861+00
ENT_PG_76,深圳菁童生命科学有限公司,postgresql,76,2026-06-28 10:25:30.108861+00
ENT_PG_77,北京合鲸科技发展有限公司,postgresql,77,2026-06-28 10:25:30.108861+00
ENT_PG_78,安徽进化硅纳米材料科技有限公司,postgresql,78,2026-06-28 10:25:30.108861+00
ENT_PG_79,大乙半导体材料（深圳）有限公司,postgresql,79,2026-06-28 10:25:30.108861+00
ENT_PG_80,北京清程极智科技有限公司,postgresql,80,2026-06-28 10:25:30.108861+00
ENT_PG_81,西安诺高镁新材料科技有限公司,postgresql,81,2026-06-28 10:25:30.108861+00
ENT_PG_82,北京临一云川能源技术有限公司,postgresql,82,2026-06-28 10:25:30.108861+00
ENT_PG_83,北京铭芯启睿科技有限公司,postgresql,83,2026-06-28 10:25:30.108861+00
ENT_PG_84,北京金钢科技有限公司,postgresql,84,2026-06-28 10:25:30.108861+00
ENT_PG_85,西安奥若特材料技术有限公司,postgresql,85,2026-06-28 10:25:30.108861+00
ENT_PG_86,上海岚泽能源科技有限公司,postgresql,86,2026-06-28 10:25:30.108861+00
ENT_PG_87,深圳海旭新能源有限公司,postgresql,87,2026-06-28 10:25:30.108861+00
ENT_PG_88,成都国芯创智科技有限公司,postgresql,88,2026-06-28 10:25:30.108861+00
ENT_PG_89,北京开芯红科技有限公司,postgresql,89,2026-06-28 10:25:30.108861+00
ENT_PG_90,深圳清力技术有限公司,postgresql,90,2026-06-28 10:25:30.108861+00
ENT_PG_91,苏州喻云仿科技有限公司,postgresql,91,2026-06-28 10:25:30.108861+00
ENT_PG_92,南京锂泰新能源科技有限公司,postgresql,92,2026-06-28 10:25:30.108861+00
ENT_PG_93,中科玻声科技（溧阳）有限公司,postgresql,93,2026-06-28 10:25:30.108861+00
ENT_PG_94,中科海锐（厦门）科技研究院有限公司,postgresql,94,2026-06-28 10:25:30.108861+00
ENT_PG_95,九维光子科技（昆山）有限公司,postgresql,95,2026-06-28 10:25:30.108861+00
ENT_PG_96,相干（北京）科技有限公司,postgresql,96,2026-06-28 10:25:30.108861+00
ENT_PG_97,苏州浦合医药科技有限公司,postgresql,97,2026-06-28 10:25:30.108861+00
ENT_PG_98,中科沃川（苏州）新材料科技有限公司,postgresql,98,2026-06-28 10:25:30.108861+00
ENT_PG_99,慈溪锂燃炬薪科技有限公司,postgresql,99,2026-06-28 10:25:30.108861+00
ENT_PG_100,同方中科超光科技有限公司,postgresql,100,2026-06-28 10:25:30.108861+00
ENT_PG_101,致微（苏州）光学技术有限公司,postgresql,101,2026-06-28 10:25:30.108861+00
ENT_PG_102,苏州交航众鑫新材料有限责任公司,postgresql,102,2026-06-28 10:25:30.108861+00
ENT_PG_103,杭州芯正微电子有限公司,postgresql,103,2026-06-28 10:25:30.108861+00
ENT_PG_104,北京创能惠通科技有限公司,postgresql,104,2026-06-28 10:25:30.108861+00
ENT_PG_105,杭州质子科技有限公司,postgresql,105,2026-06-28 10:25:30.108861+00
ENT_PG_106,纽欧申医药（上海）有限公司,postgresql,106,2026-06-28 10:25:30.108861+00
ENT_PG_107,中科菁萃（北京）生物科技有限公司,postgresql,107,2026-06-28 10:25:30.108861+00
ENT_PG_108,利德健康科技（广州）有限公司,postgresql,108,2026-06-28 10:25:30.108861+00
ENT_PG_109,启明光子（北京）科技有限公司,postgresql,109,2026-06-28 10:25:30.108861+00
ENT_PG_110,毅富能源科技（广东）有限公司,postgresql,110,2026-06-28 10:25:30.108861+00
ENT_PG_111,常州中湾智能科技有限公司,postgresql,111,2026-06-28 10:25:30.108861+00
ENT_PG_112,陕西云谷众惠生物医药有限公司,postgresql,112,2026-06-28 10:25:30.108861+00
ENT_PG_113,北京荷塘生华医疗科技有限公司,postgresql,113,2026-06-28 10:25:30.108861+00
ENT_PG_114,上海虹剑光电科技有限公司,postgresql,114,2026-06-28 10:25:30.108861+00
ENT_PG_115,南通复源新材料科技有限公司,postgresql,115,2026-06-28 10:25:30.108861+00
ENT_PG_116,北京行云集成电路有限公司,postgresql,116,2026-06-28 10:25:30.108861+00
ENT_PG_117,深圳东壁科技数据有限责任公司,postgresql,117,2026-06-28 10:25:30.108861+00
ENT_PG_118,凯伏绿能（西安）光电有限公司,postgresql,118,2026-06-28 10:25:30.108861+00
ENT_PG_119,北京绿色康成生物技术有限公司,postgresql,119,2026-06-28 10:25:30.108861+00
ENT_PG_120,北京未磁科技有限公司,postgresql,120,2026-06-28 10:25:30.108861+00
ENT_PG_121,合肥中科优材科技有限公司,postgresql,121,2026-06-28 10:25:30.108861+00
ENT_PG_122,湖南新锋科技集团有限公司,postgresql,122,2026-06-28 10:25:30.108861+00
ENT_PG_123,北京煜鼎增材制造研究院股份有限公司,postgresql,123,2026-06-28 10:25:30.108861+00
ENT_PG_124,北京中星高科科技有限公司,postgresql,124,2026-06-28 10:25:30.108861+00
ENT_PG_125,北京中科科氏帛生物科技有限公司,postgresql,125,2026-06-28 10:25:30.108861+00
ENT_PG_126,风脉能源（武汉）股份有限公司,postgresql,126,2026-06-28 10:25:30.108861+00
ENT_PG_127,上海硫元科技有限公司,postgresql,127,2026-06-28 10:25:30.108861+00
ENT_PG_128,巩义市泛锐熠辉复合材料股份有限公司,postgresql,128,2026-06-28 10:25:30.108861+00
ENT_PG_129,西安智同航空科技股份有限公司,postgresql,129,2026-06-28 10:25:30.108861+00
ENT_PG_130,广东卓劼激光科技有限公司,postgresql,130,2026-06-28 10:25:30.108861+00
ENT_PG_131,深圳市欧冶半导体有限公司,postgresql,131,2026-06-28 10:25:30.108861+00
ENT_PG_132,合肥曦合超导科技有限公司,postgresql,132,2026-06-28 10:25:30.108861+00
ENT_PG_133,北京理工智车科技有限公司,postgresql,133,2026-06-28 10:25:30.108861+00
ENT_PG_134,合肥星能玄光科技有限责任公司,postgresql,134,2026-06-28 10:25:30.108861+00
ENT_PG_135,江苏象生新材科技有限公司,postgresql,135,2026-06-28 10:25:30.108861+00
ENT_PG_136,南京奕泰微电子技术有限公司,postgresql,136,2026-06-28 10:25:30.108861+00
ENT_PG_137,安徽曦融兆波科技有限公司,postgresql,137,2026-06-28 10:25:30.108861+00
ENT_PG_138,中科紫东太初（北京）科技有限公司,postgresql,138,2026-06-28 10:25:30.108861+00
ENT_PG_139,江苏盛开新能科技有限公司,postgresql,139,2026-06-28 10:25:30.108861+00
ENT_PG_140,北京茵诺医药科技有限公司,postgresql,140,2026-06-28 10:25:30.108861+00
ENT_PG_141,中智科仪（北京）科技有限公司,postgresql,141,2026-06-28 10:25:30.108861+00
ENT_PG_142,长飞光坊（武汉）科技有限公司,postgresql,142,2026-06-28 10:25:30.108861+00
ENT_PG_143,广州智微新材科技有限公司,postgresql,143,2026-06-28 10:25:30.108861+00
ENT_PG_144,西安迈斯拓扑科技有限公司,postgresql,144,2026-06-28 10:25:30.108861+00
ENT_PG_145,英创新材料（绍兴）有限公司,postgresql,145,2026-06-28 10:25:30.108861+00
ENT_PG_146,浙江帕尔科新材料有限公司,postgresql,146,2026-06-28 10:25:30.108861+00
ENT_PG_147,上海垣信卫星科技有限公司,postgresql,147,2026-06-28 10:25:30.108861+00
ENT_PG_148,成都屿西半导体科技有限公司,postgresql,148,2026-06-28 10:25:30.108861+00
ENT_PG_149,上海珀利医用材料有限公司,postgresql,149,2026-06-28 10:25:30.108861+00
ENT_PG_150,西安朗威科技有限公司,postgresql,150,2026-06-28 10:25:30.108861+00
ENT_PG_151,合肥瀚海量子科技有限公司,postgresql,151,2026-06-28 10:25:30.108861+00
ENT_PG_152,北京氢羿能源科技有限公司,postgresql,152,2026-06-28 10:25:30.108861+00
ENT_PG_153,西安赛特新材料科技股份有限公司,postgresql,153,2026-06-28 10:25:30.108861+00
ENT_PG_154,大同共聚（西安）科技有限公司,postgresql,154,2026-06-28 10:25:30.108861+00
ENT_PG_155,西安科佳光电科技有限公司,postgresql,155,2026-06-28 10:25:30.108861+00
ENT_PG_156,深圳博芮健制药有限公司,postgresql,156,2026-06-28 10:25:30.108861+00
ENT_PG_157,智元创新（上海）科技股份有限公司,postgresql,157,2026-06-28 10:25:30.108861+00
ENT_PG_158,宁波博雅聚力新材料科技有限公司,postgresql,158,2026-06-28 10:25:30.108861+00
ENT_PG_159,陕西西科天使叁期商务信息咨询合伙企业（有限合伙）,postgresql,159,2026-06-28 10:25:30.108861+00
ENT_PG_160,陕西西科天使企业管理合伙企业（有限合伙）,postgresql,160,2026-06-28 10:25:30.108861+00
ENT_PG_161,陕西大数据企业孵化管理中心合伙企业（有限合伙）,postgresql,161,2026-06-28 10:25:30.108861+00
ENT_PG_162,凯米生物医药（成都）有限公司,postgresql,162,2026-06-28 10:25:30.108861+00
ENT_PG_163,北京核欣迅明医药科技有限公司,postgresql,163,2026-06-28 10:25:30.108861+00
ENT_PG_164,普森美微电子技术（苏州）有限公司,postgresql,164,2026-06-28 10:25:30.108861+00
ENT_PG_165,安徽新宸新材料有限公司,postgresql,165,2026-06-28 10:25:30.108861+00
ENT_PG_166,山东齐氟新材料有限公司,postgresql,166,2026-06-28 10:25:30.108861+00
ENT_PG_167,成都先衍生物技术有限公司,postgresql,167,2026-06-28 10:25:30.108861+00
ENT_PG_168,赛岚（杭州）生物医药科技有限公司,postgresql,168,2026-06-28 10:25:30.108861+00
ENT_PG_169,鲁欧智造（山东）数字科技有限公司,postgresql,169,2026-06-28 10:25:30.108861+00
ENT_PG_170,珠海中科慧智科技有限公司,postgresql,170,2026-06-28 10:25:30.108861+00
ENT_PG_171,北京清源晟茂科技有限公司,postgresql,171,2026-06-28 10:25:30.108861+00
ENT_PG_172,张家港安储科技有限公司,postgresql,172,2026-06-28 10:25:30.108861+00
ENT_PG_173,苏州芯晟半导体科技有限公司,postgresql,173,2026-06-28 10:25:30.108861+00
ENT_PG_174,蓝箭科技（衢州）有限公司,postgresql,174,2026-06-28 10:25:30.108861+00
ENT_PG_175,原粒（北京）半导体技术有限公司,postgresql,175,2026-06-28 10:25:30.108861+00
ENT_PG_176,徐州光引科技发展有限公司,postgresql,176,2026-06-28 10:25:30.108861+00
ENT_PG_177,九章（济南）量子科技有限公司,postgresql,177,2026-06-28 10:25:30.108861+00
ENT_PG_178,西安数合信息科技有限公司,postgresql,178,2026-06-28 10:25:30.108861+00
ENT_PG_179,上海格思航天科技有限公司,postgresql,179,2026-06-28 10:25:30.108861+00
ENT_PG_180,四川沃飞长空科技股份有限公司,postgresql,180,2026-06-28 10:25:30.108861+00
ENT_PG_181,西安欧中材料科技股份有限公司,postgresql,181,2026-06-28 10:25:30.108861+00
ENT_PG_182,苏州博格科技有限公司,postgresql,182,2026-06-28 10:25:30.108861+00
ENT_PG_183,上海建毅腾创生物医药科技有限公司,postgresql,183,2026-06-28 10:25:30.108861+00
ENT_PG_184,苏州多谱芯光科技有限公司,postgresql,184,2026-06-28 10:25:30.108861+00
ENT_PG_185,华硼中子科技（杭州）有限公司,postgresql,185,2026-06-28 10:25:30.108861+00
ENT_PG_186,蓝廷新能源科技（浙江）有限公司,postgresql,186,2026-06-28 10:25:30.108861+00
ENT_PG_187,江西九由航空装备股份有限公司,postgresql,187,2026-06-28 10:25:30.108861+00
ENT_PG_188,陕西碳垣纳米工程有限公司,postgresql,188,2026-06-28 10:25:30.108861+00
ENT_PG_189,成川科技（苏州）有限公司,postgresql,189,2026-06-28 10:25:30.108861+00
ENT_PG_190,甚磁科技（上海）有限公司,postgresql,190,2026-06-28 10:25:30.108861+00
ENT_PG_191,和超高装（中山）科技有限公司,postgresql,191,2026-06-28 10:25:30.108861+00
ENT_PG_192,南通谦维科技有限公司,postgresql,192,2026-06-28 10:25:30.108861+00
ENT_PG_193,吉林求是光谱数据科技有限公司,postgresql,193,2026-06-28 10:25:30.108861+00
ENT_PG_194,芯聚威科技（成都）有限公司,postgresql,194,2026-06-28 10:25:30.108861+00
ENT_PG_195,南昌济铃新能源科技有限责任公司,postgresql,195,2026-06-28 10:25:30.108861+00
ENT_PG_196,北京齐禾生物科技有限公司,postgresql,196,2026-06-28 10:25:30.108861+00
ENT_PG_197,青岛中科润美润滑材料技术有限公司,postgresql,197,2026-06-28 10:25:30.108861+00
ENT_PG_198,研微（江苏）半导体科技有限公司,postgresql,198,2026-06-28 10:25:30.108861+00
ENT_PG_199,合肥领新博瑞生物科技有限公司,postgresql,199,2026-06-28 10:25:30.108861+00
ENT_PG_200,北京海德利森科技有限公司,postgresql,200,2026-06-28 10:25:30.108861+00
ENT_PG_201,派姆特科技（苏州）有限公司,postgresql,201,2026-06-28 10:25:30.108861+00
ENT_PG_202,江瓷电子（苏州）有限公司,postgresql,202,2026-06-28 10:25:30.108861+00
ENT_PG_203,西安乾景防务技术有限公司,postgresql,203,2026-06-28 10:25:30.108861+00
ENT_PG_204,深圳锐视智芯科技有限公司,postgresql,204,2026-06-28 10:25:30.108861+00
ENT_PG_205,贵州芯际探索科技有限公司,postgresql,205,2026-06-28 10:25:30.108861+00
ENT_PG_206,深圳三创共赢企业管理合伙企业（有限合伙）,postgresql,206,2026-06-28 10:25:30.108861+00
ENT_PG_207,北京未来律动科技有限公司,postgresql,207,2026-06-28 10:25:30.108861+00
ENT_PG_208,陕西先导光电集成科技投资合伙企业（有限合伙）,postgresql,208,2026-06-28 10:25:30.108861+00
ENT_PG_209,深圳市光途显示科技有限公司,postgresql,209,2026-06-28 10:25:30.108861+00
ENT_PG_210,北京航星传动科技有限公司,postgresql,210,2026-06-28 10:25:30.108861+00
ENT_PG_211,西安军融电子卫星基金投资有限公司,postgresql,211,2026-06-28 10:25:30.108861+00
ENT_PG_212,西安君研企业管理咨询合伙企业（有限合伙）,postgresql,212,2026-06-28 10:25:30.108861+00
ENT_PG_213,深圳市初创二期人工智能科技发展中心（有限合伙）,postgresql,213,2026-06-28 10:25:30.108861+00
ENT_PG_214,北京创客共赢投资中心（有限合伙）,postgresql,214,2026-06-28 10:25:30.108861+00
ENT_PG_215,墨光新能科技（苏州）有限公司,postgresql,215,2026-06-28 10:25:30.108861+00
ENT_PG_216,苏州南智芯材科技有限公司,postgresql,216,2026-06-28 10:25:30.108861+00
ENT_PG_217,宁波蔚孚科技有限公司,postgresql,217,2026-06-28 10:25:30.108861+00
ENT_PG_218,仁烁光能（苏州）有限公司,postgresql,218,2026-06-28 10:25:30.108861+00
ENT_PG_219,北京昂飞科技有限公司,postgresql,219,2026-06-28 10:25:30.108861+00
ENT_PG_220,上海星环聚能科技有限公司,postgresql,220,2026-06-28 10:25:30.108861+00
ENT_PG_221,无锡领声科技有限公司,postgresql,221,2026-06-28 10:25:30.108861+00
ENT_PG_222,上海翌曦科技发展有限公司,postgresql,222,2026-06-28 10:25:30.108861+00
ENT_PG_223,上海磁擎新能源科技有限公司,postgresql,223,2026-06-28 10:25:30.108861+00
ENT_PG_224,北京序轮科技有限公司,postgresql,224,2026-06-28 10:25:30.108861+00
ENT_PG_225,广纳四维（广东）光电科技有限公司,postgresql,225,2026-06-28 10:25:30.108861+00
ENT_PG_226,苏州储慧智能科技有限公司,postgresql,226,2026-06-28 10:25:30.108861+00
ENT_PG_227,倍飞智航（浙江）科技有限公司,postgresql,227,2026-06-28 10:25:30.108861+00
ENT_PG_228,希烽光电科技（南京）有限公司,postgresql,228,2026-06-28 10:25:30.108861+00
ENT_PG_229,南京埃米仪器科技有限公司,postgresql,229,2026-06-28 10:25:30.108861+00
ENT_PG_230,西安声海智能科技有限公司,postgresql,230,2026-06-28 10:25:30.108861+00
ENT_PG_231,北京国科星联科技有限公司,postgresql,231,2026-06-28 10:25:30.108861+00
ENT_PG_232,广州力及热管理科技有限公司,postgresql,232,2026-06-28 10:25:30.108861+00
ENT_PG_233,陕西天成航空材料股份有限公司,postgresql,233,2026-06-28 10:25:30.108861+00
ENT_PG_234,浙江华熔科技股份有限公司,postgresql,234,2026-06-28 10:25:30.108861+00
ENT_PG_235,宁波元芯光电子科技有限公司,postgresql,235,2026-06-28 10:25:30.108861+00
ENT_PG_236,北京圜晖科技有限公司,postgresql,236,2026-06-28 10:25:30.108861+00
ENT_PG_237,芯瑞微（上海）电子科技有限公司,postgresql,237,2026-06-28 10:25:30.108861+00
ENT_PG_238,上海华渔新材料科技有限公司,postgresql,238,2026-06-28 10:25:30.108861+00
ENT_PG_239,上海肆芃科技有限公司,postgresql,239,2026-06-28 10:25:30.108861+00
ENT_PG_240,西湖智能视觉科技（杭州）有限公司,postgresql,240,2026-06-28 10:25:30.108861+00
ENT_PG_241,光宇元芯（杭州）光电有限责任公司,postgresql,241,2026-06-28 10:25:30.108861+00
ENT_PG_242,深圳市蔚海智芯科技有限公司,postgresql,242,2026-06-28 10:25:30.108861+00
ENT_PG_243,北京钠谛科技有限公司,postgresql,243,2026-06-28 10:25:30.108861+00
ENT_PG_244,芯带科技（无锡）有限公司,postgresql,244,2026-06-28 10:25:30.108861+00
ENT_PG_245,质子汽车科技有限公司,postgresql,245,2026-06-28 10:25:30.108861+00
ENT_PG_246,陕西迪泰克新材料有限公司,postgresql,246,2026-06-28 10:25:30.108861+00
ENT_PG_247,苏州圣荣元电子科技有限公司,postgresql,247,2026-06-28 10:25:30.108861+00
ENT_PG_248,此芯科技集团有限公司,postgresql,248,2026-06-28 10:25:30.108861+00
ENT_PG_249,杭州嵌化合生医药科技有限公司,postgresql,249,2026-06-28 10:25:30.108861+00
ENT_PG_250,常州苏锂科技有限责任公司,postgresql,250,2026-06-28 10:25:30.108861+00
ENT_PG_251,中科晶益（东莞）材料科技有限责任公司,postgresql,251,2026-06-28 10:25:30.108861+00
ENT_PG_252,中科皓烨（东莞）材料科技有限责任公司,postgresql,252,2026-06-28 10:25:30.108861+00
ENT_PG_253,长春长光辰芯微电子股份有限公司,postgresql,253,2026-06-28 10:25:30.108861+00
ENT_PG_254,苏州睿芯集成电路科技有限公司,postgresql,254,2026-06-28 10:25:30.108861+00
ENT_PG_255,深圳市辉宏激光科技有限公司,postgresql,255,2026-06-28 10:25:30.108861+00
ENT_PG_256,合肥星眸生物科技有限公司,postgresql,256,2026-06-28 10:25:30.108861+00
ENT_PG_257,广州超视计生物科技有限公司,postgresql,257,2026-06-28 10:25:30.108861+00
ENT_PG_258,中科富海科技股份有限公司,postgresql,258,2026-06-28 10:25:30.108861+00
ENT_PG_259,北京卫蓝新能源科技股份有限公司,postgresql,259,2026-06-28 10:25:30.108861+00
ENT_PG_260,宝晟（苏州）能源科技有限公司,postgresql,260,2026-06-28 10:25:30.108861+00
ENT_PG_261,上海远赞生命科学有限公司,postgresql,261,2026-06-28 10:25:30.108861+00
ENT_PG_262,芯体素（杭州）科技发展有限公司,postgresql,262,2026-06-28 10:25:30.108861+00
ENT_PG_263,西安中科天塔科技股份有限公司,postgresql,263,2026-06-28 10:25:30.108861+00
ENT_PG_264,中科探海（深圳）海洋科技有限责任公司,postgresql,264,2026-06-28 10:25:30.108861+00
ENT_PG_265,开源共识（上海）网络技术有限公司,postgresql,265,2026-06-28 10:25:30.108861+00
ENT_PG_266,江西国化实业有限公司,postgresql,266,2026-06-28 10:25:30.108861+00
ENT_PG_267,湖南汇思光电科技有限公司,postgresql,267,2026-06-28 10:25:30.108861+00
ENT_PG_268,合肥御微半导体技术股份有限公司,postgresql,268,2026-06-28 10:25:30.108861+00
ENT_PG_269,南京矽典微系统有限公司,postgresql,269,2026-06-28 10:25:30.108861+00
ENT_PG_270,南京模砾半导体有限责任公司,postgresql,270,2026-06-28 10:25:30.108861+00
ENT_PG_271,上海锂凰科技有限公司,postgresql,271,2026-06-28 10:25:30.108861+00
ENT_PG_272,四川科韵激光科技有限公司,postgresql,272,2026-06-28 10:25:30.108861+00
ENT_PG_273,西安中科光凝科技有限公司,postgresql,273,2026-06-28 10:25:30.108861+00
ENT_PG_274,义乌宾果智能科技有限公司,postgresql,274,2026-06-28 10:25:30.108861+00
ENT_PG_275,珠海市大然机器人科技有限公司,postgresql,275,2026-06-28 10:25:30.108861+00
ENT_PG_276,北京智晶时代科技有限公司,postgresql,276,2026-06-28 10:25:30.108861+00
ENT_PG_277,广州因明生物医药科技股份有限公司,postgresql,277,2026-06-28 10:25:30.108861+00
ENT_PG_278,洲瓴（中山）医疗器械有限公司,postgresql,278,2026-06-28 10:25:30.108861+00
ENT_PG_279,上海曦磐企业管理合伙企业（有限合伙）,postgresql,279,2026-06-28 10:25:30.108861+00
