from_id,from_label,relation_type,to_id,to_label,raw_value,source_file,row_no
ENT_6B8742C937DE,Enterprise,HAS_CUSTOMER,CUS_21C6421E88E5,Customer,中国航空工业集团西安飞行自动控制研究所,company-info_with_url.xlsx,2
ENT_6B8742C937DE,Enterprise,HAS_CUSTOMER,CUS_0ED7240F3EF2,Customer,浙江大学杭州国际科创中心,company-info_with_url.xlsx,2
ENT_6B8742C937DE,Enterprise,HAS_CUSTOMER,CUS_D57B0A834F37,Customer,中科院物理研究院绵阳某院,company-info_with_url.xlsx,2
ENT_6B8742C937DE,Enterprise,HAS_SUPPLIER,SUP_1B5E9BB14515,Supplier,激光器,company-info_with_url.xlsx,2
ENT_6B8742C937DE,Enterprise,HAS_SUPPLIER,SUP_0C215D688B8A,Supplier,光学元件供应商,company-info_with_url.xlsx,2
ENT_FE60ED7D4BC1,Enterprise,PROVIDES_PRODUCT,PROD_23901B9B2A5A,Product,MEMS光学传感器（压力,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,PROVIDES_PRODUCT,PROD_83CC7601E7B6,Product,应变,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,PROVIDES_PRODUCT,PROD_A46468E0A0B8,Product,位移,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,PROVIDES_PRODUCT,PROD_BDF27CF3973E,Product,温度,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,PROVIDES_PRODUCT,PROD_12DE3230DD3B,Product,声音）,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,PROVIDES_PRODUCT,PROD_91DF206214C4,Product,全光谱光纤传感分析仪,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,PROVIDES_PRODUCT,PROD_B8A9DAD79583,Product,传感分析软件平台,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CAPABILITY,CAP_6620660BDA31,Capability,MEMS光学传感核心技术（光谱干涉仪MEMS芯片化制造,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CAPABILITY,CAP_CDE5FDC75D87,Capability,异质巨集成体硅工艺）,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,SERVES_INDUSTRY,IND_197DE478259A,Industry,风电,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,SERVES_INDUSTRY,IND_243D56AAA437,Industry,轨道交通,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,SERVES_INDUSTRY,IND_D2965EF04FFB,Industry,航空航天,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,SERVES_INDUSTRY,IND_1619BDA02F7C,Industry,核电,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,SERVES_INDUSTRY,IND_08127954F811,Industry,船舶,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,SERVES_INDUSTRY,IND_EC2F2934D0EC,Industry,智慧城市,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,SERVES_INDUSTRY,IND_8E8ADC1F9EF9,Industry,智能电网,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,SERVES_INDUSTRY,IND_32D5250A30F4,Industry,工业测温。,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,APPLIES_TO_SCENARIO,SCN_9BC0094E4889,Scenario,1. 风电：存量风机技改（提供传感器,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,APPLIES_TO_SCENARIO,SCN_5149E04E8396,Scenario,解调仪硬件和软件算法的整套解决方案）及新增风机前装。2. 轨道交通：地铁线路弓网压力监测。3. 航空航天,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,APPLIES_TO_SCENARIO,SCN_6EFAE4F8872C,Scenario,核电：高精度传感器进口替代。,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CUSTOMER,CUS_E859289A8631,Customer,华能西安热工研究院,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CUSTOMER,CUS_1DAE76B88A91,Customer,中国商飞（战略合作）,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CUSTOMER,CUS_265686C4E237,Customer,中核集团,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CUSTOMER,CUS_7044CA252D3F,Customer,中国中车,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CUSTOMER,CUS_EE716CE08EEA,Customer,中国石油,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CUSTOMER,CUS_15049FB46742,Customer,国家电网,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CUSTOMER,CUS_FE96C8F230DC,Customer,中航工业,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CUSTOMER,CUS_97B401170ADD,Customer,中船重工,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CUSTOMER,CUS_D452F7D604CE,Customer,清华大学,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CUSTOMER,CUS_6B13AFE457C3,Customer,上海交通大学,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CUSTOMER,CUS_CA679F7C54C3,Customer,同济大学,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CUSTOMER,CUS_DE960164E66D,Customer,拜耳,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_CUSTOMER,CUS_B8BC70B6C5D3,Customer,霍尼韦尔,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_SUPPLIER,SUP_8244598DD732,Supplier,核心传感元件供应商,company-info_with_url.xlsx,3
ENT_FE60ED7D4BC1,Enterprise,HAS_DEMAND,DEM_DE1CE6ED423B,DemandTag,暂无明确信息。,company-info_with_url.xlsx,3
ENT_0EEE5F4580B9,Enterprise,PROVIDES_PRODUCT,PROD_074452A9DF9B,Product,单曝光高速视频,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,PROVIDES_PRODUCT,PROD_25126CDF9973,Product,单曝光高光谱成像,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,PROVIDES_PRODUCT,PROD_50EFC559669D,Product,单曝光3D检测,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,HAS_CAPABILITY,CAP_0C87AB04E79B,Capability,单曝光压缩成像技术（AI+计算成像,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,HAS_CAPABILITY,CAP_59713B98F245,Capability,光学编码+AI算法,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,HAS_CAPABILITY,CAP_8B4BE451B994,Capability,压缩采集重建）,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,SERVES_INDUSTRY,IND_A6099754177C,Industry,生物医疗,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,SERVES_INDUSTRY,IND_6DF57817B4CF,Industry,工业检测,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,SERVES_INDUSTRY,IND_3EA2EAF298BF,Industry,光谱检测。,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,APPLIES_TO_SCENARIO,SCN_ABAC0B532F02,Scenario,1. 沥青路面老化程度,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,APPLIES_TO_SCENARIO,SCN_08D585043D0C,Scenario,病害类型识别,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,APPLIES_TO_SCENARIO,SCN_5228FCFBB44D,Scenario,2. 桥梁梁体,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,APPLIES_TO_SCENARIO,SCN_F9BA5EC9AFC4,Scenario,桥面,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,APPLIES_TO_SCENARIO,SCN_A90BE34D63A5,Scenario,桥墩等所有暴露表面进行大规模,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,APPLIES_TO_SCENARIO,SCN_BE5C5BF8FBA0,Scenario,无接触的扫描,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,APPLIES_TO_SCENARIO,SCN_E4C400967F41,Scenario,识别混凝土表面露筋病害,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,APPLIES_TO_SCENARIO,SCN_BEC5DAFB0C60,Scenario,3. 原料检测（如高粱样品）,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,APPLIES_TO_SCENARIO,SCN_E61C6045149E,Scenario,4. 水域监测（如河道水域巡检,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,APPLIES_TO_SCENARIO,SCN_7291444053EB,Scenario,总氮和总磷检测）,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,APPLIES_TO_SCENARIO,SCN_854CFD19C6EF,Scenario,5. 深基坑施工现场渗水预警。,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,HAS_CUSTOMER,CUS_12B300C25985,Customer,中国林业科学研究院亚热带林业研究所（已中标189万元科研设备）,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,HAS_CUSTOMER,CUS_BACF3F98AA2F,Customer,西湖大学（成果转化合作）,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,HAS_SUPPLIER,SUP_51F6933720BD,Supplier,摄像头,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,HAS_SUPPLIER,SUP_0C215D688B8A,Supplier,光学元件供应商,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,HAS_DEMAND,DEM_943A35E60483,DemandTag,资金（用于持续提升核心技术,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,HAS_DEMAND,DEM_D15BF79C9C84,DemandTag,加速产品开发）,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,HAS_DEMAND,DEM_D8353B7C707A,DemandTag,产业合作伙伴（用于应用场景落地与市场拓展）,company-info_with_url.xlsx,4
ENT_0EEE5F4580B9,Enterprise,HAS_DEMAND,DEM_46E73602ADD1,DemandTag,供应链与生产资源（用于实现产品芯片化与大规模量产）。,company-info_with_url.xlsx,4
ENT_89E59878D011,Enterprise,PROVIDES_PRODUCT,PROD_01EEED57CCD0,Product,Mantis系列超高分辨率监控相机,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,PROVIDES_PRODUCT,PROD_45E5AD2D7607,Product,Pathfinder系列通道式监控相机,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_CAPABILITY,CAP_799D3B66E7B1,Capability,阵列式多尺度超高清计算相机技术（仿生复眼架构）,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_CAPABILITY,CAP_B015B32452B7,Capability,空间数据采集,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_CAPABILITY,CAP_7D8F9C918AE0,Capability,空间大脑计算平台,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,SERVES_INDUSTRY,IND_0D12389EC411,Industry,安防监控,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,SERVES_INDUSTRY,IND_EC2F2934D0EC,Industry,智慧城市,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,SERVES_INDUSTRY,IND_E8D3BD920DCB,Industry,国防军工,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,SERVES_INDUSTRY,IND_E07B28F3FA8B,Industry,交通管理（高速公路,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,SERVES_INDUSTRY,IND_59367DE742D0,Industry,城市道路）,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,SERVES_INDUSTRY,IND_6DE90305B7F6,Industry,港口机场,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,SERVES_INDUSTRY,IND_4B5CAF5A3BBD,Industry,大型场馆,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,SERVES_INDUSTRY,IND_4D4DEF2039C7,Industry,水利枢纽,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,SERVES_INDUSTRY,IND_240187F522E5,Industry,工业检测等。,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,APPLIES_TO_SCENARIO,SCN_53A3F32527DC,Scenario,广场集散地,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,APPLIES_TO_SCENARIO,SCN_C8B121689F5B,Scenario,港口机场,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,APPLIES_TO_SCENARIO,SCN_8266CD6CE487,Scenario,大型企业等高价值设施区域监控,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,APPLIES_TO_SCENARIO,SCN_7329E10A4655,Scenario,高速公路,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,APPLIES_TO_SCENARIO,SCN_CD8393929AA9,Scenario,城市重要道路,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,APPLIES_TO_SCENARIO,SCN_4626E5AAA4D9,Scenario,周界等长距离纵深矩形区域监控,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,APPLIES_TO_SCENARIO,SCN_DE9EDC979115,Scenario,赛事场馆智能个性化视角直播,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,APPLIES_TO_SCENARIO,SCN_C861BDDB7CA0,Scenario,转播,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,APPLIES_TO_SCENARIO,SCN_441B4C8D3AF1,Scenario,智慧工地,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,APPLIES_TO_SCENARIO,SCN_2C83BD54000D,Scenario,高点超高清全时空智能感知布控。,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_CUSTOMER,CUS_3D6FAE60EF63,Customer,公安部,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_CUSTOMER,CUS_681F1AF821E5,Customer,国家重点国防项目,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_CUSTOMER,CUS_A81FE7341CE6,Customer,北京两会,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_CUSTOMER,CUS_E0331F020D5D,Customer,冬奥会,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_CUSTOMER,CUS_8B1F931168DC,Customer,上海建党百年大庆等重大活动安全保障单位,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_CUSTOMER,CUS_C78DE65BED13,Customer,机场,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_CUSTOMER,CUS_EE55660CC2EA,Customer,港口,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_CUSTOMER,CUS_DFA872CCE788,Customer,场馆,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_CUSTOMER,CUS_C5781663AF90,Customer,部队,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_CUSTOMER,CUS_5512C3542B85,Customer,智慧城市等项目方,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_SUPPLIER,SUP_27E7EA8A1459,Supplier,工业相机,company-info_with_url.xlsx,5
ENT_89E59878D011,Enterprise,HAS_SUPPLIER,SUP_7204AA5F0E6D,Supplier,AI芯片供应商,company-info_with_url.xlsx,5
ENT_2E925683CAA7,Enterprise,PROVIDES_PRODUCT,PROD_3E553A435EA0,Product,逐光IsCMOS像增强相机,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,PROVIDES_PRODUCT,PROD_C6EA20EAAEDF,Product,逐光2DSPC单光子相机,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,PROVIDES_PRODUCT,PROD_AAF9DA15FD2C,Product,手持式,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,PROVIDES_PRODUCT,PROD_DB119CFD8A0F,Product,固定式穿透成像仪,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_CAPABILITY,CAP_6D1F01947C46,Capability,时间门控成像,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_CAPABILITY,CAP_3B9CB9716396,Capability,单光子探测,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_CAPABILITY,CAP_8B9A8F9F1CC3,Capability,皮秒级时间分辨,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_CAPABILITY,CAP_5572D2D87618,Capability,激光穿透成像,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,SERVES_INDUSTRY,IND_CDD0E77494E1,Industry,科研领域（量子计算,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,SERVES_INDUSTRY,IND_75D30ADF5F7A,Industry,可控核聚变,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,SERVES_INDUSTRY,IND_3C539194A26B,Industry,发动机燃烧诊断,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,SERVES_INDUSTRY,IND_8D55994FD8B9,Industry,光电材料性能分析,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,SERVES_INDUSTRY,IND_F7E0AC1FB0FE,Industry,等离子体诊断）,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,SERVES_INDUSTRY,IND_C4F64657A19F,Industry,行业领域（消防救援,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,SERVES_INDUSTRY,IND_401FCA1A829D,Industry,刑侦取证,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,SERVES_INDUSTRY,IND_4A0AFA087E3E,Industry,车载辅助安全驾驶,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,SERVES_INDUSTRY,IND_C8C92DDA3E3F,Industry,焊接在线监测,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,SERVES_INDUSTRY,IND_EFC0AC33B948,Industry,交通监控,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,SERVES_INDUSTRY,IND_3FB7B58C7510,Industry,地铁障碍物检测,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,SERVES_INDUSTRY,IND_FC56DC295892,Industry,机动车车窗抓拍,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,SERVES_INDUSTRY,IND_E5A0F852F7D0,Industry,透雾成像）。,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,APPLIES_TO_SCENARIO,SCN_264071B0A29D,Scenario,科研实验中的超快时间探测与极限灵敏度成像,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,APPLIES_TO_SCENARIO,SCN_10BDC7263005,Scenario,工业在线监测（焊接,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,APPLIES_TO_SCENARIO,SCN_85F9BC331C33,Scenario,发动机诊断）,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,APPLIES_TO_SCENARIO,SCN_94EF726B368A,Scenario,安防监控（交通,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,APPLIES_TO_SCENARIO,SCN_D1DDC82C5D3E,Scenario,地铁障碍物检测,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,APPLIES_TO_SCENARIO,SCN_244076AF6A89,Scenario,车窗抓拍）,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,APPLIES_TO_SCENARIO,SCN_AA14B40A49AA,Scenario,特殊环境成像（消防救援,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,APPLIES_TO_SCENARIO,SCN_BFF6C387AB43,Scenario,刑侦取证,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,APPLIES_TO_SCENARIO,SCN_677ACE9F46CC,Scenario,透雾,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,APPLIES_TO_SCENARIO,SCN_6E73D22CC4B1,Scenario,透雨雪烟等恶劣天气）。,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_CUSTOMER,CUS_0DEB240A3DE2,Customer,服务100+高等学府及科研机构（物理科学,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_CUSTOMER,CUS_6717F1F3A2D0,Customer,能源科学,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_CUSTOMER,CUS_F2170A17420A,Customer,生命科学,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_CUSTOMER,CUS_198FC6693187,Customer,材料科学,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_CUSTOMER,CUS_6DA20B6064F0,Customer,量子光学等领域）,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_CUSTOMER,CUS_A75A20CA759A,Customer,国家重大仪器专项支持（6000余万元）,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_SUPPLIER,SUP_C19893C925D3,Supplier,超快激光器,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_SUPPLIER,SUP_3DEE6DFF9420,Supplier,单光子探测器供应商,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_DEMAND,DEM_5FDE69C8B671,DemandTag,资金（用于产品研发,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_DEMAND,DEM_73310F38CBCA,DemandTag,市场拓展,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_DEMAND,DEM_E4AD22726BDC,DemandTag,优化生产流程及科研产品库存备货,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_DEMAND,DEM_A2D2B3FF0EF1,DemandTag,根据其A轮融资信息推断）,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_DEMAND,DEM_AA778343CDE1,DemandTag,市场渠道资源,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_DEMAND,DEM_3B0A57DA9349,DemandTag,高端研发人才,company-info_with_url.xlsx,6
ENT_2E925683CAA7,Enterprise,HAS_DEMAND,DEM_CD288F911333,DemandTag,产业链合作伙伴。,company-info_with_url.xlsx,6
ENT_203143C4EA39,Enterprise,PROVIDES_PRODUCT,PROD_0D85673058EF,Product,微型光谱分析芯片,company-info_with_url.xlsx,7
ENT_203143C4EA39,Enterprise,PROVIDES_PRODUCT,PROD_6594ED5A73F3,Product,可穿戴光谱健康监测设备,company-info_with_url.xlsx,7
ENT_203143C4EA39,Enterprise,HAS_CAPABILITY,CAP_38A7F1216D7F,Capability,片上光电集成芯片技术（片上计量级光谱仪,company-info_with_url.xlsx,7
ENT_203143C4EA39,Enterprise,HAS_CAPABILITY,CAP_817AFD09475F,Capability,光谱分析探测芯片,company-info_with_url.xlsx,7
ENT_203143C4EA39,Enterprise,HAS_CAPABILITY,CAP_53989F81C252,Capability,通信光交换芯片,company-info_with_url.xlsx,7
ENT_203143C4EA39,Enterprise,HAS_CAPABILITY,CAP_87DA4DB1C4D0,Capability,硬件芯片化设计）,company-info_with_url.xlsx,7
ENT_203143C4EA39,Enterprise,SERVES_INDUSTRY,IND_497DBEC023FD,Industry,消费市场,company-info_with_url.xlsx,7
ENT_203143C4EA39,Enterprise,SERVES_INDUSTRY,IND_6C1EE4ABC97A,Industry,医疗诊断,company-info_with_url.xlsx,7
ENT_203143C4EA39,Enterprise,SERVES_INDUSTRY,IND_FCF9D5C797C6,Industry,食品检测,company-info_with_url.xlsx,7
ENT_203143C4EA39,Enterprise,APPLIES_TO_SCENARIO,SCN_3680737CE8C2,Scenario,无创健康监测,company-info_with_url.xlsx,7
ENT_203143C4EA39,Enterprise,APPLIES_TO_SCENARIO,SCN_8A9803976DA0,Scenario,覆盖短红外波段,company-info_with_url.xlsx,7
ENT_203143C4EA39,Enterprise,HAS_CUSTOMER,CUS_A8FCDC8D5194,Customer,小米（智能手表芯片级光谱仪健康监测合作）,company-info_with_url.xlsx,7
ENT_203143C4EA39,Enterprise,HAS_CUSTOMER,CUS_180D95A68450,Customer,酒水生产线质检厂商,company-info_with_url.xlsx,7
ENT_203143C4EA39,Enterprise,HAS_SUPPLIER,SUP_AF8C1742B561,Supplier,光谱仪核心芯片,company-info_with_url.xlsx,7
ENT_203143C4EA39,Enterprise,HAS_SUPPLIER,SUP_F21F1C063749,Supplier,探测器供应商,company-info_with_url.xlsx,7
ENT_35DA8ECCF3D5,Enterprise,PROVIDES_PRODUCT,PROD_9793D7D00CF4,Product,深海浮力材料,company-info_with_url.xlsx,8
ENT_35DA8ECCF3D5,Enterprise,PROVIDES_PRODUCT,PROD_72DBD0466B30,Product,深海浮球,company-info_with_url.xlsx,8
ENT_35DA8ECCF3D5,Enterprise,PROVIDES_PRODUCT,PROD_962564D18451,Product,低温复合绝热层,company-info_with_url.xlsx,8
